speaker,text,split
Phoebe Buffay,"Yeah! Now, why do you want to kill yourself?",train
Phoebe Buffay,Chandler?,train
Phoebe Buffay,"No look, I-I'm sure that people know you exist!",train
Chandler Bing,"My chair. Now, if anybody asks, your name is Rosita!",train
Rachel Green,You will like it!,train
Joey Tribbiani,No I won't.,train
Rachel Green,You don't even know!,train
Joey Tribbiani,"Because, I know what I like and what I don't like! It's not the same thing!",train
Rachel Green,"Well look, if you don't like this...",train
Joey Tribbiani,I don't know why you say that so soon.,train
Rachel Green,"Come on Joey, I just bought you a new chair! The most expensive one in the store! Hey, y'know what I was thinking? We could name her Francette.",train
Joey Tribbiani,Francette? What is she? A couch?,train
Joey Tribbiani,Poor thing. Cut down in her prime.,train
Rachel Green,"Joey, the new chair will be here in an hour. Maybe we should actually move Rosita out of here. Y'know, start the heeling process?",train
Joey Tribbiani,"Well, I guess you're right. Maybe, maybe I'll take her down to the incinerator. It's gonna be so said, and kinda cool. She's heeled!",train
Rachel Green,That's weird.,train
Joey Tribbiani,"No it's not weird, it's a miracle!",train
Rachel Green,It's not a miracle Joey! I'm sure there's some explanation.,train
Joey Tribbiani,"Oh there is! If you want something enough and your heart is pure, wondrous things can happen!",train
Rachel Green,"Joey, I really don't...",train
Joey Tribbiani,Can you tell me how this happened?,train
Rachel Green,Well no.,train
Joey Tribbiani,Miracle!,train
Rachel Green,"No, y'know what? Maybe somebody came in here and fixed it! Or something!",train
Joey Tribbiani,Someone like an...angel?,train
Rachel Green,"That's right Joey, the chair angel came in and heeled your chair.",train
Joey Tribbiani,Get your non-believer ass outta my chair!,train
Ross Geller,"Dad that won't matter to her. Look, all my stuff is safe and dry and all her is-is, is growing new stuff! See, this is exactly the kind of thing that makes her think you guys love me more than you love her.",train
Ross Geller,"Well, can you blame her?",train
Ross Geller,"Dad, dad I don't want to hear about it.",train
Ross Geller,"Well, not right now. Okay look, Monica came here for some memories and damnit, we're gonna give her some! Okay, grab...grab some empty boxes. Okay? We'll-we'll take stuff from mine and whatever we can pass off as hers we'll-we'll put 'em in their.",train
Ross Geller,Like uh y'know like this! This! She-she could've made this!,train
Ross Geller,Right? And this! She-she could've won this!,train
Ross Geller,"Sure! Ooh-ooh, what about this?",train
Rachel Green,I am so psyched I kept this chair for myself!,train
Joey Tribbiani,"Yeah, me too.",train
Rachel Green,"Hey, how's...how's the uh, miracle chair?",train
Joey Tribbiani,Fine.,train
Rachel Green,"Yeah? Wow! Y'know, that this thing has speakers in the headrest!",train
Joey Tribbiani,No. Really?,train
Rachel Green,Yeah! You can hook it up to your TV and you get radio!,train
Joey Tribbiani,My chair heels itself.,train
Phoebe Buffay,"Earl, you're not hearing me! All I'm saying is that you're not alone all right? Everybody hates the people they work with!",train
Phoebe Buffay,"Wait, what was that? That sounded like someone being nice to you.",train
Phoebe Buffay,"All right so Earl, let's just forget about the people at the office, okay? There-there's gotta be someone else in your life worth sticking around for! What about-what about your family, your friends, or maybe your girlfriend?",train
Phoebe Buffay,"Oh sorry, boyfriend!",train
Phoebe Buffay,"No, whatever! Anything!",train
Phoebe Buffay,"Yeah, he's gotta go.",train
Phoebe Buffay,No! I'm not finished yet! Don't! Don't you dare hang up on me!!!,train
Monica Geller,Hey guys! Hey!,train
Ross Geller,Hey.,train
Monica Geller,"Hey, I just whipped us up some Easy Bake treats, they should be ready in about three days.",train
Ross Geller,"Yeah! Yeah! Oh, this will make a great memory.",train
Monica Geller,"Okay. So, which boxes are mine?",train
Ross Geller,"Well, these. These are yours right here.",train
Monica Geller,Okay. Oh! A coloring book!,train
Ross Geller,"Yeah. Yeah, oh you loved that thing. You always had it with you. You never went anywhere without-without that coloring book.",train
Monica Geller,Really? Wow! It looks like I had some trouble staying inside the lines.,train
Ross Geller,Nu-uh!,train
Monica Geller,"Oh, an old glove?",train
Monica Geller,"Wow! Look At This! I Can'T Believe I Even Fit Into This Shirt! Oh, this is yours.",train
Ross Geller,"Oh, I don't know how that got in there.",train
Monica Geller,"This isn't mine. Hey, this isn't, this isn't my stuff! Ugh, Ross! These are your boxes! Where are my boxes?",train
Ross Geller,"Umm, your boxes are umm...",train
Monica Geller,What?,train
Ross Geller,Dad?,train
Monica Geller,Just mine?,train
Monica Geller,So why-why wasn't Ross's stuff ruined? And if you say the words medical marvel I'm going to Easy Bake your head!,train
Monica Geller,"So wait, Ross's stuff is fine, but I have no memories because you wanted to keep the bottom two inches of your car away from water!!!",train
Monica Geller,I can't believe this!,train
Rachel Green,Hey Chandler!,train
Chandler Bing,Hey!,train
Rachel Green,"How would you like to sit in a chair that fully reclines, has a rolling massage, and speakers in the head rest?",train
Chandler Bing,"Yeah, I'd love to but I've tried that so many times they won't even let me in the store anymore.",train
Rachel Green,"Well what if I told you, you can do it in my apartment?",train
Chandler Bing,Are you telling me that you bought the chair that is making all other lounge systems obsolete? The chair that Sit magazine called the Chair of the Year?,train
Rachel Green,I just purchased the La-Z-Boy E-cliner 3000.,train
Chandler Bing,That's awesome! That's great! What made you do it?!,train
Rachel Green,"Well, it's a long story, but umm I broke Joey's chair...",train
Chandler Bing,Whoa-whoa-whoa! You broke Joey's chair?,train
Rachel Green,Yeah.,train
Chandler Bing,I thought I broke Joey's chair! That's why I replaced it with mine!,train
Rachel Green,Ohhhhh. That's how it got fixed!,train
Chandler Bing,"Well, what did you think, that-that elves came in and fixed it?",train
Rachel Green,Noo! Angels.,train
Chandler Bing,I'm gettin' my chair back!,train
Rachel Green,What? Wh-hey!,train
Joey Tribbiani,"Well, it looks like it wasn't heeled after all! Yeah! So, I guess this chair is mine now!",train
Chandler Bing,Joey you broke my chair!!,train
Joey Tribbiani,Your chair?!,train
Rachel Green,"Yeah, he thought he broke your chair so he switched the chairs!",train
Joey Tribbiani,"So, there was no miracle?!",train
Rachel Green,"No Joe, no miracle.",train
Joey Tribbiani,Oh no this is devastating! My faith is shaken. I'm so glad I have the new chair to get my through this difficult time in my life.,train
Rachel Green,"Uh-huh! Nice try, but you don't get that chair anymore! All right? That is my chair now! You can sit on my lap! No I take that back!",train
Chandler Bing,I think I should get the chair!,train
Joey Tribbiani,How do you figure?,train
Chandler Bing,"Because you broke a chair and you broke a chair! The only one around here that hasn't broke a chair, is me!",train
Rachel Green,No-no-no! This chair's not going anywhere.,train
Chandler Bing,"Well, where's the logic in that?!",train
Rachel Green,"The logic is, that there are two of us and we are both strong enough to break a chair in half!",train
Chandler Bing,So Joey breaks my chair and I get nothing!,train
Joey Tribbiani,That's right!,train
Chandler Bing,What are you guys? Like a gang or something?!,train
Joey Tribbiani,Yeah! We are!,train
Rachel Green,We're the Cobras!,train
Phoebe Buffay,Excuse me! Can you tell me where I can find Earl? He's the supply manager around here.,train
Phoebe Buffay,Earl! I'm Phoebe.,train
Phoebe Buffay,"Umm, look it, you-you can't kill yourself.",train
Phoebe Buffay,No-no I can't! I can't let you do it!,train
Phoebe Buffay,Because it was fate that made me call you today!,train
Phoebe Buffay,"No! Think about it okay? This isn't even my regular job! Okay? And my first day on the job, you're my first call! And-and somebody else might've hung up on you, but I wouldn't do that because I know about this stuff. My mom killed herself.",train
Phoebe Buffay,Yes.,train
Phoebe Buffay,I'm not gonna give you tips! Look don't you see that this-this...this all came together so that I could stop you from doing this.,train
Phoebe Buffay,"No, it's fate!",train
Phoebe Buffay,"Oh. Well umm, okay here's a weird thing. My mother was also a supply manager.",train
Phoebe Buffay,"Oh my God! So was she! And! Get this, okay? Your-your name is Earl, right? Her name was Pearl, P-Earl.",train
Phoebe Buffay,"Sure! Umm, where are you from?",train
Phoebe Buffay,"Oh my God! So was she! Oh, I've got-I've got goose bumps.",train
Phoebe Buffay,"Well, y'know I'm wearing layers and it's warm.",train
Phoebe Buffay,"But if-no look, okay. These jerks might not care about you, but the universe does! And that says a lot!",train
Phoebe Buffay,"Y'know, I don't-I don't think it's you. This is a freaky place. Hey! Guys! Oh no, it's you.",train
Monica Geller,"Oh, this terrible! Everything is destroyed! Look at this. It obviously meant enough for me to save it, and I don't even know what it is! Ohh, it's still soft. What do you think this is?",train
Ross Geller,All right. I think it was a mouse.,train
Monica Geller,How do you think I am?! You've wrecked all my childhood memories. You love Ross more than me. And I just rubbed a dead mouse on my face!,train
Monica Geller,What's this?,train
Monica Geller,What?!,train
Ross Geller,What?!!!,train
Monica Geller,"Wait, you're giving me your Porsche, you're kidding me right?!",train
Ross Geller,"Well w-w-w-w-wait, w-wait, wait, wait a minute! I mean a couple of stupid boxes get wet and she gets a Porsche?!",train
Monica Geller,All right!,train
Ross Geller,"Well, what about me?! I'm a medical marvel!!",train
Joey Tribbiani,Oh yeah.,train
Rachel Green,Ahhhh....,train
Joey Tribbiani,Ahhh...... Eh?,train
Rachel Green,Uh-huh.,train
Monica Geller,Hey guys!,train
Rachel Green,Hey!,train
Joey Tribbiani,Hey!,train
Monica Geller,Do you guys know what happened to Chandler's barca lounger?,train
Rachel Green,"Oh yeah, Joey broke it. Had to get rid of it.",train
Monica Geller,Are you kidding?! I get a Porsche and the barca lounger's gone?! This is the best day ever!,train
Ross Geller,Happy birthday!!!,train
Monica Geller,Happy birthday!!!,train
Monica Geller,It's your birthday!,train
Chandler Bing,She's not as pretty as she was when she was 29.,train
Joey Tribbiani,They do!,train
Phoebe Buffay,Rachel! Come on out! Monica made breakfast!,train
Monica Geller,Chocolate-chip pancakes!,train
Ross Geller,We've got presents!,train
Rachel Green,Good ones?,train
Monica Geller,They all came from the list you handed out to us two weeks ago.,train
Rachel Green,"Well, can I keep the presents and still be 29?",train
Joey Tribbiani,"Come on Rach! Look, turning thirty is not that big a deal.",train
Ross Geller,Oh really. Is that how you felt when you turned thirty?,train
Joey Tribbiani,Why God?!! Why?!! We had a deal!! Let the others grow old! Not me!!,train
Rachel Green,"Y'know, I'm still 29 in Guam.",train
Ross Geller,"Hey, 30 is not that old! Do you know how old the Earth is?",train
Rachel Green,Late thirties? Oh come on you guys! Is it just me? Am I overreacting to this?,train
Chandler Bing,"No Rach, it's not just you. My thirtieth birthday certainly wasn't that much fun.",train
Joey Tribbiani,And now Chandler! We're all gettin' so old! Why are you doing this to us?!,train
Monica Geller,"Rach, you're in a great place in your life. Come on, you've got a great job! Good friends...",train
Joey Tribbiani,"Yeah, you're roommate is a soap opera star.",train
Rachel Green,"Look, y'know I know my life's going pretty well, but I look around and I just see so many people who've accomplished so many other goals by the time they're thirty.",train
Phoebe Buffay,"Yeah, but you shouldn't compare yourself to me.",train
Rachel Green,There you go!,train
Phoebe Buffay,"I did it! One mile on a hippity-hop! That's it!! That's everything I wanted to do before I was thirty. Oh, except I wanted to patch things up with my sister. But oh well. Yay!! And-and girls this thing is a Godsend if you know what I mean.",train
Rachel Green,"Thirty. Ugh, I mean thirty! Monica, do you remember mean, old Mrs. Kreeger in the fifth grade? She was thirty!",train
Rachel Green,Nothing. I don't want to do anything.,train
Monica Geller,"Well, doing nothing on your thirtieth is better than doing something stupid, like Ross.",train
Ross Geller,Hey! That was a practical purchase! I needed that car for transportation! Okay? I-I have a child!,train
Ross Geller,"How hot do I look in this, huh?!",train
Chandler Bing,"Ross, a sports car? Wouldn't it have been cheaper to just stuff a sock down there?",train
Ross Geller,That's not what this is about okay? I-I am a sports car enthusiast. I have always been into cars.,train
Joey Tribbiani,"Hey, what's the horsepower on this thing?",train
Ross Geller,"I don't know, but-but look how shiny!",train
Monica Geller,I can't believe you bought this.,train
Rachel Green,"Really! God Ross, what were you thinking? I know it's really shallow, but a part of me wants him again.",train
Phoebe Buffay,"Oh, well get in line missy. So, can I have a ride stud?",train
Ross Geller,Hop in. Get ready for the smoothest ride of your life.,train
Ross Geller,Damnit!,train
Phoebe Buffay,"Okay, who's next?",train
Rachel Green,"Y'know what? I am going to do something today. I'm not just gonna sit around like some old lady. I'm gonna get something pierced. Like my uh, like my nose or my tongue or something.",train
Phoebe Buffay,Really?! 'Cause y'know that hurts.,train
Rachel Green,So what?! Y'know what? The way I see it--Ow! Son of a bitch!!,train
Rachel Green,"Get out, get out of my apartment.",train
Monica Geller,"All right Rach, for what it's worth, I think that you're doing great. I mean y'know let's face it, no one handles this well.",train
Phoebe Buffay,Least of all you.,train
Monica Geller,Weren't you asked to leave sonny?,train
Chandler Bing,Would you put that back on?! Monica's gonna be here any minute!,train
Joey Tribbiani,But it hurt's my Joey's Apple.,train
Chandler Bing,"Okay, for the last time. It's not named for each individual man.",train
Chandler Bing,"Oh well, not as lovely as you. I mean, I can't believe that you would have a thirty-year-old daughter! And you! I can't believe that you would have a tux that's thirty years old!",train
Chandler Bing,Ohh!,train
Rachel Green,Hey! Everybody hide! Hide! I saw her! She's coming!,train
Chandler Bing,Okay! Okay! Everybody down! Everybody down!,train
Chandler Bing,"Okay, everybody stay here. I will find out what's going on.",train
Monica Geller,Heyyy!! You got the door open!!,train
Chandler Bing,Hey-hey are you drunk?,train
Monica Geller,"Nooo! Okay. Whoa! Okay. See I was, I was a little nervous about turning thirty. So the bus boys took me out for some drinks. I wanna puke on you later!",train
Chandler Bing,"Okay, here is the thing. We have thrown a very formal surprise party for you in there! All of your friends are in there and your parents!",train
Monica Geller,Noo!!!,train
Chandler Bing,Yes!,train
Monica Geller,Noo!!,train
Chandler Bing,Yes!!,train
Monica Geller,Oh no! My parents have never seen me drunk! That they know of.,train
Chandler Bing,"Okay, here's the thing. We're gonna get you some coffee and they will never know that you're drunk.",train
Monica Geller,Really?! You promise?,train
Chandler Bing,"Yeah, I'll take care of it.",train
Monica Geller,Okay. I love you so much.,train
Chandler Bing,Okay we have to do something about your breath.,train
Monica Geller,What about your breath?!,train
Chandler Bing,"That's still yours. Okay, now remember it's a surprise party. So, when you go in, act surprised.",train
Monica Geller,Okay. I can do that.,train
Chandler Bing,Okay.,train
Ross Geller,"Okay, forward. Forward-Stop! Okay, back-Stop! Okay, forward-Stop! Stop! Stop!",train
Monica Geller,"Ross, just forget about it. This guy's got you totally wedged in.",train
Joey Tribbiani,Well actually...,train
Ross Geller,No-no-no! It's mine! It's-it's mine.,train
Joey Tribbiani,"Dude, you soooo need this car.",train
Phoebe Buffay,"Okay. Okay, here's what we're gonna do. Okay, I'm gonna break into this mini-van and put it in neutral. You guys push it forward so Ross can drive out of his spot. Okay? All right, here we go. Haul ass!!!!",train
Phoebe Buffay,"Happy thirtieth birthday! Here! It's for the child in you, and the woman. Happy thirtieth!",train
Phoebe Buffay,Because it's our thirtieth birthday.,train
Phoebe Buffay,Wait!,train
Phoebe Buffay,Yeah. What?!,train
Phoebe Buffay,Nu-uh!,train
Phoebe Buffay,You have your birth certificate?,train
Phoebe Buffay,Our mom.,train
Phoebe Buffay,Do you have my birth certificate?,train
Phoebe Buffay,"Oh my God! Oh my God, we are 31.",train
Phoebe Buffay,I just lost a whole year of my life.,train
Phoebe Buffay,Your middle name is Pamela?,train
Phoebe Buffay,"Well, I never knew mine. Do you remember what it is?",train
Phoebe Buffay,That's my first name.,train
Chandler Bing,"Okay before we start the celebration, Monica has to go put on her party dress.",train
Monica Geller,Yay!,train
Chandler Bing,See? Here we go.,train
Monica Geller,Paul!,train
Chandler Bing,Phil.,train
Monica Geller,Phil!,train
Chandler Bing,"Now, there is a dress laid out on your bed. Okay, you're doing great. You're doing great. You're doing fine.",train
Phoebe Buffay,"Hey, what's going on?",train
Chandler Bing,Monica's a little drunk.,train
Phoebe Buffay,Yay! I love drunk Monica!,train
Monica Geller,Awwwww...,train
Chandler Bing,Go change! She doesn't want her parents to know she's drunk.,train
Phoebe Buffay,"Ohh! All right! All right. Here's what we'll do, I'll get twice as drunk as Monica and then no one's will even notice her.",train
Rachel Green,What's-what's going on? Phil's really pissed!,train
Chandler Bing,Monica's wasted.,train
Ross Geller,Maybe that will liven up this party.,train
Chandler Bing,"Okay, will you just go help her change please!",train
Rachel Green,"Okay, but taking care of a drunk, naked woman seems like a job for Joey.",train
Joey Tribbiani,Yep.,train
Rachel Green,Ahh!,train
Rachel Green,A scooter!,train
Ross Geller,Stick to the list. Always stick to the list.,train
Rachel Green,"No! No-no, I love it. Thank you.",train
Chandler Bing,"Okay, open ours next. Open ours next!",train
Rachel Green,Okay.,train
Joey Tribbiani,"Now that you're a couple, we don't get two presents from you guys?",train
Chandler Bing,"For my last birthday you gave me a hug! Okay, read the card! Read the card!",train
Rachel Green,"Okay. Happy birthday Grandma! It's better to be over the hill then buried under it. All our love Monica and Chandler. That's funny, yeah!",train
Chandler Bing,No-no-no-no! That was the joke!,train
Rachel Green,"No, I know! I get it! It's funny!",train
Chandler Bing,"No, because you're not a grandmother!",train
Rachel Green,"No I know, because to be a grandmother you have to be married and have children and I don't have any of those things. That's why it's so funny.",train
Monica Geller,All you had to do was buy the card!,train
Ross Geller,Hey! Look who's back! It's the birthday girl! How's the birthday girl feeling?,train
Rachel Green,"Well, I feel fine, but I think you're bumming out the rest of the kids.",train
Ross Geller,What?,train
Rachel Green,Okay! Y'know what? I realized it was stupid to get upset about not having a husband and kids. All I really needed was a plan. See I wanna have three kids...,train
Phoebe Buffay,"Oh let me guess, and you wanna have them all at the same time and you wanna have them for your brother.",train
Rachel Green,As I was saying... I should probably have the first of the three kids by the time I'm 35 which gives me five years. I love this plan! I wanna marry this plan!,train
Phoebe Buffay,"If you could do that, I'd marry the hippity-hop.",train
Rachel Green,"So, if I wanna have my kid when I'm 35, I don't have to get pregnant until I'm 34. Which gives Prada four years to start making maternity clothes! Oh wait, but I do want to be married for a year before I get pregnant...",train
Monica Geller,"Really! That long?! Look all you want, it's happening!",train
Rachel Green,"No, so I don't have to get married until I'm 33! That's three years, that's three whole years-Oh, wait a minute though. I'll need a year and a half to plan the wedding, and I'd like to know the guy for a year, year and a half before we get engaged... Which means I need to meet the guy by the time I'm thirty.",train
Ross Geller,Which is fine! Because you just turned--twenty-eight!,train
Rachel Green,"No! Ross, no! It is not fine! Eh-eh-according to my plan I should already be with the guy I wanna marry!",train
Joey Tribbiani,Will you quit hoggin' it!,train
Rachel Green,I'm telling you it's like watching Bambi learn how to walk.,train
Ross Geller,You're drunk! Mom and dad are gonna be maaaaadd! Maybe I'm a little drunk.,train
Chandler Bing,Oh that's great! Right there! Can we get some of that over here please? There we go.,train
Joey Tribbiani,Hey! Are those crab cakes? Did I not tell ya to come straight to me when more crab cakes were ready?,train
Chandler Bing,How are you feeling?,train
Monica Geller,"You are so handsome! I wanna make love to you right here, right now!",train
Ross Geller,I really wish that you wouldn't.,train
Chandler Bing,"Now all you have to do is just get through a little bit more, okay? Then we can put you in bed, okay? Just smile and don't talk to anyone.",train
Phoebe Buffay,Speech! Speech! Let's hear from the birthday girl! Huh?,train
Chandler Bing,Pheebs!!,train
Phoebe Buffay,Don't you see? Everyone's looking at me! The plan's working! I didn't even have to take off my top yet!,train
Ross Geller,Come on!,train
Chandler Bing,I think it's necessary.,train
Monica Geller,I-I-I wanna thank you all for coming. My family and my friends...,train
Phoebe Buffay,Wooo!! Hoo!!,train
Monica Geller,"I really like to say that I'm-um... Y'know what I'd really like to say? I'm drunk!! That's right mom and dad your little Harmonica is hammered!! And guess what! I've been drunk before! And I've smoked a cigarette! And I got a box of Ding-Dongs hidden in my underwear drawer! It's all okay. It's okay because I turned thirty today. And, and I can do anything I want! Because I am a grown up.",train
Phoebe Buffay,"Okay quick, help me get this off!",train
Joey Tribbiani,Yeah!!,train
Phoebe Buffay,I lost a whole year! I can't believe it! This is so unfair!,train
Joey Tribbiani,"Oh, I don't know Pheebs. It'll be okay.",train
Phoebe Buffay,"Will it? Will it?! I mean, how would you feel if you found out you were 31?",train
Joey Tribbiani,That's not gonna happen. No. Because we have a new deal!,train
Phoebe Buffay,"Plus, it totally ruined my schedule! I...I haven't done any of the things I wanted to do by the time I was 31!",train
Joey Tribbiani,Like what?,train
Phoebe Buffay,"Like okay I-I-I, I haven't met any Portuguese people! I, I haven't had the perfect kiss! And I haven't been to sniper's school!",train
Monica Geller,"Phoebe, y'know why don't we just go upstairs and have some birthday cake?",train
Phoebe Buffay,"No, I just feel like being by myself for a while. All right? I'll see you guys later. Thanks.",train
Rachel Green,"Hey. Oh, poor Pheebs.",train
Joey Tribbiani,"Hey, y'know what you guys? I think I'm gonna go walk her home.",train
Monica Geller,Oh man!,train
Chandler Bing,What?,train
Monica Geller,He's gonna eat the cake!,train
Joey Tribbiani,"Pheebs! Wait up! Listen uh, close your eyes. Maybe that's one thing you can cross off your list.",train
Phoebe Buffay,Oh yeah.,train
Joey Tribbiani,"Oh, and plus I'm 1/16th Portuguese.",train
Phoebe Buffay,Oh!,train
Ross Geller,"Okay, is everybody clear? We're gonna pick it up...and move it. Now all we need is teamwork, okay? We're gonna lift the car...and slide it out. Lift and slide!",train
Rachel Green,"Ross, I really don't think...",train
Ross Geller,Lift!! And slide!,train
Chandler Bing,"Okay, here we go.",train
Ross Geller,"All right everyone, lift! And slide!!",train
Rachel Green,"Hey Joey, can I...",train
Joey Tribbiani,"Oh, come on Rach! My turn just started!",train
Rachel Green,"Actually, I just wanna talk to Tag.",train
Joey Tribbiani,"Oh. Okay. Hey, can I ride this outside?",train
Rachel Green,"Whatever! Okay, I'm not your mother.",train
Joey Tribbiani,Okay!,train
Rachel Green,Not in the street!!,train
Joey Tribbiani,Yes!,train
Rachel Green,Hi.,train
Rachel Green,Hey.,train
Rachel Green,"Yeah, I'm doing okay. I'm um...let's talk.",train
Rachel Green,Umm...,train
Rachel Green,"Ohh Tag, umm...you're such a great guy and we have sooo much fun together but I don't-I don't...",train
Rachel Green,"Well said. And a uh good example of the fun I was referring to uhh, but I just think I'm past the point where I think I can y'know, just have fun.",train
Rachel Green,"Yeah, it is! But you're just a kid! I mean you're 25!",train
Rachel Green,"Oh God! Y'know what I wish? I wish you were six years older. Well actually, if I'm wishin' for stuff, I actually wish I was six years younger.",train
Rachel Green,"Yeah, I'm sorry.",train
Chandler Bing,Hey! How'd it go?,train
Rachel Green,"Oh, if I only want two kids, can I keep him for another year?",train
Phoebe Buffay,You did the right thing.,train
Joey Tribbiani,I don't like this anymore.,train
Chandler Bing,"Well, here we are, just a bunch of thirty year olds.",train
Ross Geller,"God, do you realize in ten years we're gonna be 40?",train
Joey Tribbiani,Why God?! Why are you doing this to us?!,train
Ross Geller,Yes! My baby's finally free!,train
Joey Tribbiani,All-all right! Start it up! Let's go!,train
Ross Geller,Woohoo!,train
Ross Geller,You wanna buy a car?,train
Joey Tribbiani,No.,train
Monica Geller,"I'm glad you're here, we have a couple of things to ask you about the wedding ceremony.",train
Rachel Green,Ohh...,train
Ross Geller,What's the matter? You okay?,train
Rachel Green,"Yeah, it's just y'know...",train
Chandler Bing,Monica said wedding.,train
Monica Geller,"Uh, so anyway, we thought one of you could read something during the ceremony.",train
Rachel Green,Oh! I would love to read a poem.,train
Chandler Bing,Do you think you could get through a poem?,train
Rachel Green,It'll be a short one.,train
Monica Geller,"Okay, so Ross will be doing the reading.",train
Rachel Green,Ohhh...,train
Ross Geller,"Okay. Yeah, I guess, I guess I could do that too.",train
Chandler Bing,Too?,train
Ross Geller,"Yeah, I kind of uh, have something else planned for you guys.",train
Monica Geller,Do you mind telling us what it is?,train
Ross Geller,"Sorry, I'm kinda keeping this one on the Q.T.",train
Chandler Bing,"Well, whatever it is, I hope it involves winking.",train
Joey Tribbiani,Hey!,train
Joey Tribbiani,"So I just talked to one of the DOOL writers today, and...",train
Monica Geller,What is DOOL?,train
Joey Tribbiani,"Days Of Our Lives. Anyway, you're not gonna believe it! My character is coming out of his coma!!",train
Chandler Bing,That's great!,train
Joey Tribbiani,"And-and-and not only that, I'm gettin' a new brain!!",train
Chandler Bing,So great things are happening at work and in your personal life!,train
Rachel Green,"Wait, what do you mean you're getting a new brain?",train
Joey Tribbiani,"Oh well, they're killing off one of the characters on the show, and when she dies her brain is being transplanted into my body.",train
Ross Geller,What? A brain transplant?!,train
Joey Tribbiani,"Yes, it's a highly controversial procedure.",train
Ross Geller,It's ridiculous!,train
Joey Tribbiani,"Well, I think it's ridiculous that you haven't had sex in three and a half months.",train
Ross Geller,"It's winter, they are fewer people on the street.",train
Monica Geller,Who are they killing off?,train
Joey Tribbiani,"Uh Cecilia Monroe, she plays Jessica Lockhart.",train
Monica Geller,She's my favorite character on DOOL.,train
Joey Tribbiani,Nice.,train
Rachel Green,"She is so good at throwing drinks in people's faces, I mean I don't think I've ever seen her finish a beverage.",train
Monica Geller,And the way she slaps all the time!,train
Rachel Green,Oh!,train
Monica Geller,Wouldn't you love to do it just once?!,train
Chandler Bing,Don't do it.,train
Rachel Green,"Cecilia Monroe man, what a great actress.",train
Joey Tribbiani,"Oh, tell me about it. And she's been on the show forever, it's gonna be really hard to fill her shoes.",train
Ross Geller,"Yeah-yeah, help me out here, when you come out of the ""brain transplant,"" you are going to be her?",train
Joey Tribbiani,"Yes, but in Drake Remoray's body. Why is this so hard for you to get? I thought you were a scientist!",train
Phoebe Buffay,"Rach, so, that guy there. Straight or gay?",train
Rachel Green,"Well, I'd have to say gay.",train
Phoebe Buffay,Yeah? Why?,train
Rachel Green,Well mainly because he's kissing that other guy.,train
Phoebe Buffay,Oh no not that guy there. That guy right there.,train
Rachel Green,Oh yeah he's too cute to be straight.,train
Phoebe Buffay,Ohh knockers will help us figure it out.,train
Rachel Green,"All right, straight, and not subtle.",train
Phoebe Buffay,"Ohh, he left his cell phone.",train
Rachel Green,"Oh, well, we can hand it to Gunther and he'll put it in lost and found.",train
Phoebe Buffay,Or we could use it to call China. See how those guys are doing.,train
Rachel Green,"What if, um, if he calls his own cell phone to find out who found it and I answer and we start talking and we fell in love. I mean wouldn't that be a great story? Kind of like a fairy tale for the digital age.",train
Phoebe Buffay,Yeah... That does sound great. I'm going to get the phone.,train
Rachel Green,What? Wait! Why...why do you get the story?,train
Phoebe Buffay,I don't know. I haven't been out on a date in so long.,train
Rachel Green,"Phoebe, you had a date three days ago.",train
Phoebe Buffay,"That wasn't a date! That was, that was just friends getting together... having sex.",train
Rachel Green,"Okay. Okay, see? I get the phone.",train
Phoebe Buffay,No way! No way! You just broke with Tag a week ago.,train
Rachel Green,"Yeah! And until now, I didn't think I'd love again.",train
Phoebe Buffay,Nice try.,train
Rachel Green,Oh hey-hey wait! How do we fairly decide who gets the phone?,train
Phoebe Buffay,I don't know.,train
Rachel Green,"Well umm, maybe we could uhh... Ah-ha! Too slow!!",train
Phoebe Buffay,Ah-ha! Too cocky!,train
Joey Tribbiani,That was a great scene! And-and-and that slap looks so real! How do you do that?,train
Joey Tribbiani,"Oh anyway, I just wanted to say how wonderful I think you are.",train
Joey Tribbiani,Say what?,train
Joey Tribbiani,"No. No, I'm Joey Tribbiani; we did a scene together yesterday. I-I'm the guy in the coma!",train
Joey Tribbiani,"An-an-anyway I-I just wanted to say that since I'm getting your brain when you leave the show, I was wondering if there was any tips you can give me...",train
Joey Tribbiani,I don't know. Why? Did you hear something?,train
Joey Tribbiani,"Oh uh, one of the writers.",train
Joey Tribbiani,Umm...,train
Joey Tribbiani,Okay.,train
Joey Tribbiani,Ms. Monroe... Oh there you go.,train
Rachel Green,"No Phoebe! You cannot get the phone that way; that's not fair! Okay look, I have an idea. Why don't we, why don't we see what kind of number he has on his speed dial, and then from that we can tell who has more in common with him. And then whoever does gets the phone.",train
Phoebe Buffay,"Or, we can decide by whose ever name is closer to the word phone.",train
Rachel Green,I don't think so.,train
Phoebe Buffay,"Fine all right, but I'd bet you'd be singing another tune if we were fighting over a ratchet.",train
Rachel Green,"All right, first name on the speed dial is mom.",train
Phoebe Buffay,"Ohh, I lost my mom to suicide.",train
Rachel Green,"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",train
Phoebe Buffay,Did I use that already today? I'm sorry.,train
Rachel Green,Yes okay. Well now see this isn't telling us anything. Joe. Carlos. Peter. Ooh! Peter Luger! T hat's a steak house!,train
